time,X_ref,dX_ref,D_ref
50.0,1.73,-0.08,0.45
50.01,1.73,-0.08,0.45
50.02,1.73,-0.08,0.45
50.03,1.73,-0.08,0.45
50.04,1.72,-0.08,0.45
50.05,1.72,-0.08,0.45
50.06,1.72,-0.08,0.45
50.07,1.72,-0.08,0.45
50.08,1.72,-0.08,0.45
50.09,1.72,-0.08,0.45
50.1,1.72,-0.08,0.45
50.11,1.72,-0.08,0.45
50.12,1.72,-0.08,0.45
50.13,1.72,-0.08,0.45
50.14,1.72,-0.08,0.45
50.15,1.72,-0.08,0.45
50.16,1.71,-0.08,0.45
50.17,1.71,-0.08,0.45
50.18,1.71,-0.08,0.45
50.19,1.71,-0.08,0.45
50.2,1.71,-0.08,0.45
50.21,1.71,-0.08,0.45
50.22,1.71,-0.08,0.45
50.23,1.71,-0.08,0.45
50.24,1.71,-0.08,0.45
50.25,1.71,-0.08,0.45
50.26,1.71,-0.08,0.45
50.27,1.71,-0.08,0.45
50.28,1.7,-0.08,0.45
50.29,1.7,-0.08,0.45
50.3,1.7,-0.08,0.45
50.31,1.7,-0.08,0.45
50.32,1.7,-0.08,0.45
50.33,1.7,-0.08,0.45
50.34,1.7,-0.08,0.45
50.35,1.7,-0.08,0.45
50.36,1.7,-0.08,0.44
50.37,1.7,-0.08,0.44
50.38,1.7,-0.08,0.44
50.39,1.7,-0.08,0.44
50.4,1.7,-0.08,0.44
50.41,1.69,-0.08,0.44
50.42,1.69,-0.08,0.44
50.43,1.69,-0.08,0.44
50.44,1.69,-0.08,0.44
50.45,1.69,-0.08,0.44
50.46,1.69,-0.08,0.44
50.47,1.69,-0.08,0.44
50.48,1.69,-0.08,0.44
50.49,1.69,-0.08,0.44
50.5,1.69,-0.08,0.44
50.51,1.69,-0.08,0.44
50.52,1.69,-0.08,0.44
50.53,1.69,-0.08,0.44
50.54,1.68,-0.08,0.44
50.55,1.68,-0.08,0.44
50.56,1.68,-0.08,0.44
50.57,1.68,-0.08,0.44
50.58,1.68,-0.08,0.44
50.59,1.68,-0.08,0.44
50.6,1.68,-0.08,0.44
50.61,1.68,-0.08,0.44
50.62,1.68,-0.08,0.44
50.63,1.68,-0.08,0.44
50.64,1.68,-0.08,0.44
50.65,1.68,-0.08,0.44
50.66,1.68,-0.08,0.44
50.67,1.67,-0.08,0.44
50.68,1.67,-0.08,0.44
50.69,1.67,-0.08,0.44
50.7,1.67,-0.08,0.44
50.71,1.67,-0.08,0.44
50.72,1.67,-0.08,0.44
50.73,1.67,-0.08,0.44
50.74,1.67,-0.07,0.44
50.75,1.67,-0.07,0.44
50.76,1.67,-0.07,0.44
50.77,1.67,-0.07,0.44
50.78,1.67,-0.07,0.44
50.79,1.67,-0.07,0.44
50.8,1.66,-0.07,0.44
50.81,1.66,-0.07,0.44
50.82,1.66,-0.07,0.44
50.83,1.66,-0.07,0.44
50.84,1.66,-0.07,0.44
50.85,1.66,-0.07,0.44
50.86,1.66,-0.07,0.44
50.87,1.66,-0.07,0.44
50.88,1.66,-0.07,0.44
50.89,1.66,-0.07,0.44
50.9,1.66,-0.07,0.44
50.91,1.66,-0.07,0.44
50.92,1.66,-0.07,0.44
50.93,1.66,-0.07,0.44
50.94,1.65,-0.07,0.44
50.95,1.65,-0.07,0.44
50.96,1.65,-0.07,0.44
50.97,1.65,-0.07,0.44
50.98,1.65,-0.07,0.44
50.99,1.65,-0.07,0.44
51.0,1.65,-0.07,0.44
51.01,1.65,-0.07,0.44
51.02,1.65,-0.07,0.44
51.03,1.65,-0.07,0.44
51.04,1.65,-0.07,0.44
51.05,1.65,-0.07,0.44
51.06,1.65,-0.07,0.44
51.07,1.65,-0.07,0.44
51.08,1.64,-0.07,0.44
51.09,1.64,-0.07,0.44
51.1,1.64,-0.07,0.44
51.11,1.64,-0.07,0.44
51.12,1.64,-0.07,0.44
51.13,1.64,-0.07,0.44
51.14,1.64,-0.07,0.44
51.15,1.64,-0.07,0.44
51.16,1.64,-0.07,0.44
51.17,1.64,-0.07,0.44
51.18,1.64,-0.07,0.44
51.19,1.64,-0.07,0.44
51.2,1.64,-0.07,0.44
51.21,1.64,-0.07,0.44
51.22,1.63,-0.07,0.44
51.23,1.63,-0.07,0.44
51.24,1.63,-0.07,0.44
51.25,1.63,-0.07,0.44
51.26,1.63,-0.07,0.44
51.27,1.63,-0.07,0.44
51.28,1.63,-0.07,0.44
51.29,1.63,-0.07,0.44
51.3,1.63,-0.07,0.44
51.31,1.63,-0.07,0.44
51.32,1.63,-0.07,0.44
51.33,1.63,-0.07,0.44
51.34,1.63,-0.07,0.44
51.35,1.63,-0.07,0.44
51.36,1.63,-0.07,0.44
51.37,1.62,-0.07,0.44
51.38,1.62,-0.07,0.44
51.39,1.62,-0.07,0.44
51.4,1.62,-0.07,0.44
51.41,1.62,-0.07,0.44
51.42,1.62,-0.07,0.44
51.43,1.62,-0.07,0.44
51.44,1.62,-0.06,0.44
51.45,1.62,-0.06,0.44
51.46,1.62,-0.06,0.44
51.47,1.62,-0.06,0.44
51.48,1.62,-0.06,0.44
51.49,1.62,-0.06,0.44
51.5,1.62,-0.06,0.44
51.51,1.62,-0.06,0.44
51.52,1.61,-0.06,0.44
51.53,1.61,-0.06,0.44
51.54,1.61,-0.06,0.44
51.55,1.61,-0.06,0.44
51.56,1.61,-0.06,0.44
51.57,1.61,-0.06,0.44
51.58,1.61,-0.06,0.44
51.59,1.61,-0.06,0.44
51.6,1.61,-0.06,0.44
51.61,1.61,-0.06,0.44
51.62,1.61,-0.06,0.44
51.63,1.61,-0.06,0.44
51.64,1.61,-0.06,0.44
51.65,1.61,-0.06,0.44
51.66,1.61,-0.06,0.44
51.67,1.61,-0.06,0.44
51.68,1.6,-0.06,0.44
51.69,1.6,-0.06,0.44
51.7,1.6,-0.06,0.44
51.71,1.6,-0.06,0.44
51.72,1.6,-0.06,0.44
51.73,1.6,-0.06,0.44
51.74,1.6,-0.06,0.44
51.75,1.6,-0.06,0.44
51.76,1.6,-0.06,0.44
51.77,1.6,-0.06,0.44
51.78,1.6,-0.06,0.44
51.79,1.6,-0.06,0.44
51.8,1.6,-0.06,0.44
51.81,1.6,-0.06,0.44
51.82,1.6,-0.06,0.43
51.83,1.6,-0.06,0.43
51.84,1.6,-0.06,0.43
51.85,1.59,-0.06,0.43
51.86,1.59,-0.06,0.43
51.87,1.59,-0.06,0.43
51.88,1.59,-0.06,0.43
51.89,1.59,-0.06,0.43
51.9,1.59,-0.06,0.43
51.91,1.59,-0.06,0.43
51.92,1.59,-0.06,0.43
51.93,1.59,-0.06,0.43
51.94,1.59,-0.06,0.43
51.95,1.59,-0.06,0.43
51.96,1.59,-0.06,0.43
51.97,1.59,-0.06,0.43
51.98,1.59,-0.06,0.43
51.99,1.59,-0.06,0.43
52.0,1.59,-0.06,0.43
52.01,1.59,-0.06,0.43
52.02,1.58,-0.06,0.43
52.03,1.58,-0.06,0.43
52.04,1.58,-0.06,0.43
52.05,1.58,-0.06,0.43
52.06,1.58,-0.06,0.43
52.07,1.58,-0.05,0.43
52.08,1.58,-0.05,0.43
52.09,1.58,-0.05,0.43
52.1,1.58,-0.05,0.43
52.11,1.58,-0.05,0.43
52.12,1.58,-0.05,0.43
52.13,1.58,-0.05,0.43
52.14,1.58,-0.05,0.43
52.15,1.58,-0.05,0.43
52.16,1.58,-0.05,0.43
52.17,1.58,-0.05,0.43
52.18,1.58,-0.05,0.43
52.19,1.58,-0.05,0.43
52.2,1.58,-0.05,0.43
52.21,1.57,-0.05,0.43
52.22,1.57,-0.05,0.43
52.23,1.57,-0.05,0.43
52.24,1.57,-0.05,0.43
52.25,1.57,-0.05,0.43
52.26,1.57,-0.05,0.43
52.27,1.57,-0.05,0.43
52.28,1.57,-0.05,0.43
52.29,1.57,-0.05,0.43
52.3,1.57,-0.05,0.43
52.31,1.57,-0.05,0.43
52.32,1.57,-0.05,0.43
52.33,1.57,-0.05,0.43
52.34,1.57,-0.05,0.43
52.35,1.57,-0.05,0.43
52.36,1.57,-0.05,0.43
52.37,1.57,-0.05,0.43
52.38,1.57,-0.05,0.43
52.39,1.57,-0.05,0.43
52.4,1.56,-0.05,0.43
52.41,1.56,-0.05,0.43
52.42,1.56,-0.05,0.43
52.43,1.56,-0.05,0.43
52.44,1.56,-0.05,0.43
52.45,1.56,-0.05,0.43
52.46,1.56,-0.05,0.43
52.47,1.56,-0.05,0.43
52.48,1.56,-0.05,0.43
52.49,1.56,-0.05,0.43
52.5,1.56,-0.05,0.43
52.51,1.56,-0.05,0.43
52.52,1.56,-0.05,0.43
52.53,1.56,-0.05,0.43
52.54,1.56,-0.05,0.43
52.55,1.56,-0.05,0.43
52.56,1.56,-0.05,0.43
52.57,1.56,-0.05,0.43
52.58,1.56,-0.05,0.43
52.59,1.56,-0.05,0.43
52.6,1.56,-0.05,0.43
52.61,1.56,-0.05,0.43
52.62,1.55,-0.05,0.43
52.63,1.55,-0.05,0.43
52.64,1.55,-0.05,0.43
52.65,1.55,-0.04,0.43
52.66,1.55,-0.04,0.43
52.67,1.55,-0.04,0.43
52.68,1.55,-0.04,0.43
52.69,1.55,-0.04,0.43
52.7,1.55,-0.04,0.43
52.71,1.55,-0.04,0.43
52.72,1.55,-0.04,0.43
52.73,1.55,-0.04,0.43
52.74,1.55,-0.04,0.43
52.75,1.55,-0.04,0.43
52.76,1.55,-0.04,0.43
52.77,1.55,-0.04,0.43
52.78,1.55,-0.04,0.43
52.79,1.55,-0.04,0.43
52.8,1.55,-0.04,0.43
52.81,1.55,-0.04,0.43
52.82,1.55,-0.04,0.43
52.83,1.55,-0.04,0.42
52.84,1.55,-0.04,0.42
52.85,1.54,-0.04,0.42
52.86,1.54,-0.04,0.42
52.87,1.54,-0.04,0.42
52.88,1.54,-0.04,0.42
52.89,1.54,-0.04,0.42
52.9,1.54,-0.04,0.42
52.91,1.54,-0.04,0.42
52.92,1.54,-0.04,0.42
52.93,1.54,-0.04,0.42
52.94,1.54,-0.04,0.42
52.95,1.54,-0.04,0.42
52.96,1.54,-0.04,0.42
52.97,1.54,-0.04,0.42
52.98,1.54,-0.04,0.42
52.99,1.54,-0.04,0.42
53.0,1.54,-0.04,0.42
53.01,1.54,-0.04,0.42
53.02,1.54,-0.04,0.42
53.03,1.54,-0.04,0.42
53.04,1.54,-0.04,0.42
53.05,1.54,-0.04,0.42
53.06,1.54,-0.04,0.42
53.07,1.54,-0.04,0.42
53.08,1.54,-0.04,0.42
53.09,1.54,-0.04,0.42
53.1,1.53,-0.04,0.42
53.11,1.53,-0.04,0.42
53.12,1.53,-0.04,0.42
53.13,1.53,-0.04,0.42
53.14,1.53,-0.04,0.42
53.15,1.53,-0.04,0.42
53.16,1.53,-0.04,0.42
53.17,1.53,-0.04,0.42
53.18,1.53,-0.04,0.42
53.19,1.53,-0.04,0.42
53.2,1.53,-0.03,0.42
53.21,1.53,-0.03,0.42
53.22,1.53,-0.03,0.42
53.23,1.53,-0.03,0.42
53.24,1.53,-0.03,0.42
53.25,1.53,-0.03,0.42
53.26,1.53,-0.03,0.42
53.27,1.53,-0.03,0.42
53.28,1.53,-0.03,0.42
53.29,1.53,-0.03,0.42
53.3,1.53,-0.03,0.42
53.31,1.53,-0.03,0.42
53.32,1.53,-0.03,0.42
53.33,1.53,-0.03,0.42
53.34,1.53,-0.03,0.42
53.35,1.53,-0.03,0.42
53.36,1.53,-0.03,0.42
53.37,1.53,-0.03,0.42
53.38,1.53,-0.03,0.42
53.39,1.53,-0.03,0.42
53.4,1.52,-0.03,0.42
53.41,1.52,-0.03,0.42
53.42,1.52,-0.03,0.42
53.43,1.52,-0.03,0.42
53.44,1.52,-0.03,0.42
53.45,1.52,-0.03,0.42
53.46,1.52,-0.03,0.42
53.47,1.52,-0.03,0.42
53.48,1.52,-0.03,0.42
53.49,1.52,-0.03,0.42
53.5,1.52,-0.03,0.42
53.51,1.52,-0.03,0.42
53.52,1.52,-0.03,0.42
53.53,1.52,-0.03,0.42
53.54,1.52,-0.03,0.42
53.55,1.52,-0.03,0.42
53.56,1.52,-0.03,0.42
53.57,1.52,-0.03,0.42
53.58,1.52,-0.03,0.42
53.59,1.52,-0.03,0.42
53.6,1.52,-0.03,0.42
53.61,1.52,-0.03,0.42
53.62,1.52,-0.03,0.42
53.63,1.52,-0.03,0.42
53.64,1.52,-0.03,0.42
53.65,1.52,-0.03,0.42
53.66,1.52,-0.03,0.42
53.67,1.52,-0.03,0.42
53.68,1.52,-0.03,0.41
53.69,1.52,-0.03,0.41
53.7,1.52,-0.03,0.41
53.71,1.52,-0.03,0.41
53.72,1.52,-0.02,0.41
53.73,1.52,-0.02,0.41
53.74,1.52,-0.02,0.41
53.75,1.52,-0.02,0.41
53.76,1.51,-0.02,0.41
53.77,1.51,-0.02,0.41
53.78,1.51,-0.02,0.41
53.79,1.51,-0.02,0.41
53.8,1.51,-0.02,0.41
53.81,1.51,-0.02,0.41
53.82,1.51,-0.02,0.41
53.83,1.51,-0.02,0.41
53.84,1.51,-0.02,0.41
53.85,1.51,-0.02,0.41
53.86,1.51,-0.02,0.41
53.87,1.51,-0.02,0.41
53.88,1.51,-0.02,0.41
53.89,1.51,-0.02,0.41
53.9,1.51,-0.02,0.41
53.91,1.51,-0.02,0.41
53.92,1.51,-0.02,0.41
53.93,1.51,-0.02,0.41
53.94,1.51,-0.02,0.41
53.95,1.51,-0.02,0.41
53.96,1.51,-0.02,0.41
53.97,1.51,-0.02,0.41
53.98,1.51,-0.02,0.41
53.99,1.51,-0.02,0.41
54.0,1.51,-0.02,0.41
54.01,1.51,-0.02,0.41
54.02,1.51,-0.02,0.41
54.03,1.51,-0.02,0.41
54.04,1.51,-0.02,0.41
54.05,1.51,-0.02,0.41
54.06,1.51,-0.02,0.41
54.07,1.51,-0.02,0.41
54.08,1.51,-0.02,0.41
54.09,1.51,-0.02,0.41
54.1,1.51,-0.02,0.41
54.11,1.51,-0.02,0.41
54.12,1.51,-0.02,0.41
54.13,1.51,-0.02,0.41
54.14,1.51,-0.02,0.41
54.15,1.51,-0.02,0.41
54.16,1.51,-0.02,0.41
54.17,1.51,-0.02,0.41
54.18,1.51,-0.02,0.41
54.19,1.51,-0.02,0.41
54.2,1.51,-0.02,0.41
54.21,1.51,-0.02,0.41
54.22,1.51,-0.02,0.41
54.23,1.51,-0.01,0.41
54.24,1.51,-0.01,0.41
54.25,1.51,-0.01,0.41
54.26,1.51,-0.01,0.41
54.27,1.51,-0.01,0.41
54.28,1.5,-0.01,0.41
54.29,1.5,-0.01,0.41
54.3,1.5,-0.01,0.41
54.31,1.5,-0.01,0.41
54.32,1.5,-0.01,0.41
54.33,1.5,-0.01,0.41
54.34,1.5,-0.01,0.41
54.35,1.5,-0.01,0.41
54.36,1.5,-0.01,0.41
54.37,1.5,-0.01,0.41
54.38,1.5,-0.01,0.41
54.39,1.5,-0.01,0.41
54.4,1.5,-0.01,0.41
54.41,1.5,-0.01,0.41
54.42,1.5,-0.01,0.41
54.43,1.5,-0.01,0.41
54.44,1.5,-0.01,0.41
54.45,1.5,-0.01,0.41
54.46,1.5,-0.01,0.4
54.47,1.5,-0.01,0.4
54.48,1.5,-0.01,0.4
54.49,1.5,-0.01,0.4
54.5,1.5,-0.01,0.4
54.51,1.5,-0.01,0.4
54.52,1.5,-0.01,0.4
54.53,1.5,-0.01,0.4
54.54,1.5,-0.01,0.4
54.55,1.5,-0.01,0.4
54.56,1.5,-0.01,0.4
54.57,1.5,-0.01,0.4
54.58,1.5,-0.01,0.4
54.59,1.5,-0.01,0.4
54.6,1.5,-0.01,0.4
54.61,1.5,-0.01,0.4
54.62,1.5,-0.01,0.4
54.63,1.5,-0.01,0.4
54.64,1.5,-0.01,0.4
54.65,1.5,-0.01,0.4
54.66,1.5,-0.01,0.4
54.67,1.5,-0.01,0.4
54.68,1.5,-0.01,0.4
54.69,1.5,-0.01,0.4
54.7,1.5,-0.01,0.4
54.71,1.5,-0.01,0.4
54.72,1.5,-0.01,0.4
54.73,1.5,-0.0,0.4
54.74,1.5,-0.0,0.4
54.75,1.5,-0.0,0.4
54.76,1.5,-0.0,0.4
54.77,1.5,-0.0,0.4
54.78,1.5,-0.0,0.4
54.79,1.5,-0.0,0.4
54.8,1.5,-0.0,0.4
54.81,1.5,-0.0,0.4
54.82,1.5,-0.0,0.4
54.83,1.5,-0.0,0.4
54.84,1.5,-0.0,0.4
54.85,1.5,-0.0,0.4
54.86,1.5,-0.0,0.4
54.87,1.5,-0.0,0.4
54.88,1.5,-0.0,0.4
54.89,1.5,-0.0,0.4
54.9,1.5,-0.0,0.4
54.91,1.5,-0.0,0.4
54.92,1.5,-0.0,0.4
54.93,1.5,-0.0,0.4
54.94,1.5,-0.0,0.4
54.95,1.5,-0.0,0.4
54.96,1.5,-0.0,0.4
54.97,1.5,-0.0,0.4
54.98,1.5,0.0,0.4
54.99,1.5,0.0,0.4
55.0,1.5,0.0,0.4
55.01,1.5,0.0,0.4
55.02,1.5,0.0,0.4
55.03,1.5,0.0,0.4
55.04,1.5,0.0,0.4
55.05,1.5,0.0,0.4
55.06,1.5,0.0,0.4
55.07,1.5,0.0,0.4
55.08,1.5,0.0,0.4
55.09,1.5,0.0,0.4
55.1,1.5,0.0,0.4
55.11,1.5,0.0,0.4
55.12,1.5,0.0,0.4
55.13,1.5,0.0,0.4
55.14,1.5,0.0,0.4
55.15,1.5,0.0,0.4
55.16,1.5,0.0,0.4
55.17,1.5,0.0,0.4
55.18,1.5,0.0,0.4
55.19,1.5,0.0,0.4
55.2,1.5,0.0,0.4
55.21,1.5,0.0,0.39
55.22,1.5,0.0,0.39
55.23,1.5,0.01,0.39
55.24,1.5,0.01,0.39
55.25,1.5,0.01,0.39
55.26,1.5,0.01,0.39
55.27,1.5,0.01,0.39
55.28,1.5,0.01,0.39
55.29,1.5,0.01,0.39
55.3,1.5,0.01,0.39
55.31,1.5,0.01,0.39
55.32,1.5,0.01,0.39
55.33,1.5,0.01,0.39
55.34,1.5,0.01,0.39
55.35,1.5,0.01,0.39
55.36,1.5,0.01,0.39
55.37,1.5,0.01,0.39
55.38,1.5,0.01,0.39
55.39,1.5,0.01,0.39
55.4,1.5,0.01,0.39
55.41,1.5,0.01,0.39
55.42,1.5,0.01,0.39
55.43,1.5,0.01,0.39
55.44,1.5,0.01,0.39
55.45,1.5,0.01,0.39
55.46,1.5,0.01,0.39
55.47,1.5,0.01,0.39
55.48,1.5,0.01,0.39
55.49,1.5,0.01,0.39
55.5,1.5,0.01,0.39
55.51,1.5,0.01,0.39
55.52,1.5,0.01,0.39
55.53,1.5,0.01,0.39
55.54,1.5,0.01,0.39
55.55,1.5,0.01,0.39
55.56,1.5,0.01,0.39
55.57,1.5,0.01,0.39
55.58,1.5,0.01,0.39
55.59,1.5,0.01,0.39
55.6,1.5,0.01,0.39
55.61,1.5,0.01,0.39
55.62,1.5,0.01,0.39
55.63,1.5,0.01,0.39
55.64,1.5,0.01,0.39
55.65,1.5,0.01,0.39
55.66,1.5,0.01,0.39
55.67,1.5,0.01,0.39
55.68,1.5,0.01,0.39
55.69,1.51,0.01,0.39
55.7,1.51,0.01,0.39
55.71,1.51,0.01,0.39
55.72,1.51,0.01,0.39
55.73,1.51,0.01,0.39
55.74,1.51,0.02,0.39
55.75,1.51,0.02,0.39
55.76,1.51,0.02,0.39
55.77,1.51,0.02,0.39
55.78,1.51,0.02,0.39
55.79,1.51,0.02,0.39
55.8,1.51,0.02,0.39
55.81,1.51,0.02,0.39
55.82,1.51,0.02,0.39
55.83,1.51,0.02,0.39
55.84,1.51,0.02,0.39
55.85,1.51,0.02,0.39
55.86,1.51,0.02,0.39
55.87,1.51,0.02,0.39
55.88,1.51,0.02,0.39
55.89,1.51,0.02,0.39
55.9,1.51,0.02,0.39
55.91,1.51,0.02,0.39
55.92,1.51,0.02,0.39
55.93,1.51,0.02,0.39
55.94,1.51,0.02,0.39
55.95,1.51,0.02,0.39
55.96,1.51,0.02,0.39
55.97,1.51,0.02,0.38
55.98,1.51,0.02,0.38
55.99,1.51,0.02,0.38
56.0,1.51,0.02,0.38
56.01,1.51,0.02,0.38
56.02,1.51,0.02,0.38
56.03,1.51,0.02,0.38
56.04,1.51,0.02,0.38
56.05,1.51,0.02,0.38
56.06,1.51,0.02,0.38
56.07,1.51,0.02,0.38
56.08,1.51,0.02,0.38
56.09,1.51,0.02,0.38
56.1,1.51,0.02,0.38
56.11,1.51,0.02,0.38
56.12,1.51,0.02,0.38
56.13,1.51,0.02,0.38
56.14,1.51,0.02,0.38
56.15,1.51,0.02,0.38
56.16,1.51,0.02,0.38
56.17,1.51,0.02,0.38
56.18,1.51,0.02,0.38
56.19,1.51,0.02,0.38
56.2,1.51,0.02,0.38
56.21,1.52,0.02,0.38
56.22,1.52,0.02,0.38
56.23,1.52,0.02,0.38
56.24,1.52,0.02,0.38
56.25,1.52,0.03,0.38
56.26,1.52,0.03,0.38
56.27,1.52,0.03,0.38
56.28,1.52,0.03,0.38
56.29,1.52,0.03,0.38
56.3,1.52,0.03,0.38
56.31,1.52,0.03,0.38
56.32,1.52,0.03,0.38
56.33,1.52,0.03,0.38
56.34,1.52,0.03,0.38
56.35,1.52,0.03,0.38
56.36,1.52,0.03,0.38
56.37,1.52,0.03,0.38
56.38,1.52,0.03,0.38
56.39,1.52,0.03,0.38
56.4,1.52,0.03,0.38
56.41,1.52,0.03,0.38
56.42,1.52,0.03,0.38
56.43,1.52,0.03,0.38
56.44,1.52,0.03,0.38
56.45,1.52,0.03,0.38
56.46,1.52,0.03,0.38
56.47,1.52,0.03,0.38
56.48,1.52,0.03,0.38
56.49,1.52,0.03,0.38
56.5,1.52,0.03,0.38
56.51,1.52,0.03,0.38
56.52,1.52,0.03,0.38
56.53,1.52,0.03,0.38
56.54,1.52,0.03,0.38
56.55,1.52,0.03,0.38
56.56,1.52,0.03,0.38
56.57,1.53,0.03,0.38
56.58,1.53,0.03,0.38
56.59,1.53,0.03,0.38
56.6,1.53,0.03,0.38
56.61,1.53,0.03,0.38
56.62,1.53,0.03,0.38
56.63,1.53,0.03,0.38
56.64,1.53,0.03,0.38
56.65,1.53,0.03,0.38
56.66,1.53,0.03,0.38
56.67,1.53,0.03,0.38
56.68,1.53,0.03,0.38
56.69,1.53,0.03,0.38
56.7,1.53,0.03,0.38
56.71,1.53,0.03,0.38
56.72,1.53,0.03,0.38
56.73,1.53,0.03,0.38
56.74,1.53,0.03,0.38
56.75,1.53,0.03,0.38
56.76,1.53,0.03,0.38
56.77,1.53,0.04,0.38
56.78,1.53,0.04,0.37
56.79,1.53,0.04,0.37
56.8,1.53,0.04,0.37
56.81,1.53,0.04,0.37
56.82,1.53,0.04,0.37
56.83,1.53,0.04,0.37
56.84,1.53,0.04,0.37
56.85,1.53,0.04,0.37
56.86,1.54,0.04,0.37
56.87,1.54,0.04,0.37
56.88,1.54,0.04,0.37
56.89,1.54,0.04,0.37
56.9,1.54,0.04,0.37
56.91,1.54,0.04,0.37
56.92,1.54,0.04,0.37
56.93,1.54,0.04,0.37
56.94,1.54,0.04,0.37
56.95,1.54,0.04,0.37
56.96,1.54,0.04,0.37
56.97,1.54,0.04,0.37
56.98,1.54,0.04,0.37
56.99,1.54,0.04,0.37
57.0,1.54,0.04,0.37
57.01,1.54,0.04,0.37
57.02,1.54,0.04,0.37
57.03,1.54,0.04,0.37
57.04,1.54,0.04,0.37
57.05,1.54,0.04,0.37
57.06,1.54,0.04,0.37
57.07,1.54,0.04,0.37
57.08,1.54,0.04,0.37
57.09,1.54,0.04,0.37
57.1,1.54,0.04,0.37
57.11,1.54,0.04,0.37
57.12,1.55,0.04,0.37
57.13,1.55,0.04,0.37
57.14,1.55,0.04,0.37
57.15,1.55,0.04,0.37
57.16,1.55,0.04,0.37
57.17,1.55,0.04,0.37
57.18,1.55,0.04,0.37
57.19,1.55,0.04,0.37
57.2,1.55,0.04,0.37
57.21,1.55,0.04,0.37
57.22,1.55,0.04,0.37
57.23,1.55,0.04,0.37
57.24,1.55,0.04,0.37
57.25,1.55,0.04,0.37
57.26,1.55,0.04,0.37
57.27,1.55,0.04,0.37
57.28,1.55,0.04,0.37
57.29,1.55,0.04,0.37
57.3,1.55,0.04,0.37
57.31,1.55,0.04,0.37
57.32,1.55,0.05,0.37
57.33,1.55,0.05,0.37
57.34,1.55,0.05,0.37
57.35,1.56,0.05,0.37
57.36,1.56,0.05,0.37
57.37,1.56,0.05,0.37
57.38,1.56,0.05,0.37
57.39,1.56,0.05,0.37
57.4,1.56,0.05,0.37
57.41,1.56,0.05,0.37
57.42,1.56,0.05,0.37
57.43,1.56,0.05,0.37
57.44,1.56,0.05,0.37
57.45,1.56,0.05,0.37
57.46,1.56,0.05,0.37
57.47,1.56,0.05,0.37
57.48,1.56,0.05,0.37
57.49,1.56,0.05,0.37
57.5,1.56,0.05,0.37
57.51,1.56,0.05,0.37
57.52,1.56,0.05,0.37
57.53,1.56,0.05,0.37
57.54,1.56,0.05,0.37
57.55,1.56,0.05,0.37
57.56,1.57,0.05,0.37
57.57,1.57,0.05,0.37
57.58,1.57,0.05,0.37
57.59,1.57,0.05,0.37
57.6,1.57,0.05,0.37
57.61,1.57,0.05,0.37
57.62,1.57,0.05,0.37
57.63,1.57,0.05,0.37
57.64,1.57,0.05,0.37
57.65,1.57,0.05,0.37
57.66,1.57,0.05,0.37
57.67,1.57,0.05,0.37
57.68,1.57,0.05,0.37
57.69,1.57,0.05,0.37
57.7,1.57,0.05,0.37
57.71,1.57,0.05,0.36
57.72,1.57,0.05,0.36
57.73,1.57,0.05,0.36
57.74,1.57,0.05,0.36
57.75,1.57,0.05,0.36
57.76,1.58,0.05,0.36
57.77,1.58,0.05,0.36
57.78,1.58,0.05,0.36
57.79,1.58,0.05,0.36
57.8,1.58,0.05,0.36
57.81,1.58,0.05,0.36
57.82,1.58,0.05,0.36
57.83,1.58,0.05,0.36
57.84,1.58,0.05,0.36
57.85,1.58,0.05,0.36
57.86,1.58,0.05,0.36
57.87,1.58,0.05,0.36
57.88,1.58,0.05,0.36
57.89,1.58,0.06,0.36
57.9,1.58,0.06,0.36
57.91,1.58,0.06,0.36
57.92,1.58,0.06,0.36
57.93,1.58,0.06,0.36
57.94,1.59,0.06,0.36
57.95,1.59,0.06,0.36
57.96,1.59,0.06,0.36
57.97,1.59,0.06,0.36
57.98,1.59,0.06,0.36
57.99,1.59,0.06,0.36
58.0,1.59,0.06,0.36
58.01,1.59,0.06,0.36
58.02,1.59,0.06,0.36
58.03,1.59,0.06,0.36
58.04,1.59,0.06,0.36
58.05,1.59,0.06,0.36
58.06,1.59,0.06,0.36
58.07,1.59,0.06,0.36
58.08,1.59,0.06,0.36
58.09,1.59,0.06,0.36
58.1,1.59,0.06,0.36
58.11,1.59,0.06,0.36
58.12,1.6,0.06,0.36
58.13,1.6,0.06,0.36
58.14,1.6,0.06,0.36
58.15,1.6,0.06,0.36
58.16,1.6,0.06,0.36
58.17,1.6,0.06,0.36
58.18,1.6,0.06,0.36
58.19,1.6,0.06,0.36
58.2,1.6,0.06,0.36
58.21,1.6,0.06,0.36
58.22,1.6,0.06,0.36
58.23,1.6,0.06,0.36
58.24,1.6,0.06,0.36
58.25,1.6,0.06,0.36
58.26,1.6,0.06,0.36
58.27,1.6,0.06,0.36
58.28,1.61,0.06,0.36
58.29,1.61,0.06,0.36
58.3,1.61,0.06,0.36
58.31,1.61,0.06,0.36
58.32,1.61,0.06,0.36
58.33,1.61,0.06,0.36
58.34,1.61,0.06,0.36
58.35,1.61,0.06,0.36
58.36,1.61,0.06,0.36
58.37,1.61,0.06,0.36
58.38,1.61,0.06,0.36
58.39,1.61,0.06,0.36
58.4,1.61,0.06,0.36
58.41,1.61,0.06,0.36
