time,X_ref,dX_ref,D_ref
118.39,1.5,0.01,0.39
118.4,1.5,0.01,0.39
118.41,1.5,0.01,0.39
118.42,1.5,0.01,0.39
118.43,1.5,0.01,0.39
118.44,1.5,0.01,0.39
118.45,1.5,0.01,0.39
118.46,1.5,0.01,0.39
118.47,1.5,0.01,0.39
118.48,1.5,0.01,0.39
118.49,1.5,0.01,0.39
118.5,1.5,0.01,0.39
118.51,1.5,0.01,0.39
118.52,1.51,0.01,0.39
118.53,1.51,0.01,0.39
118.54,1.51,0.01,0.39
118.55,1.51,0.01,0.39
118.56,1.51,0.01,0.39
118.57,1.51,0.02,0.39
118.58,1.51,0.02,0.39
118.59,1.51,0.02,0.39
118.6,1.51,0.02,0.39
118.61,1.51,0.02,0.39
118.62,1.51,0.02,0.39
118.63,1.51,0.02,0.39
118.64,1.51,0.02,0.39
118.65,1.51,0.02,0.39
118.66,1.51,0.02,0.39
118.67,1.51,0.02,0.39
118.68,1.51,0.02,0.39
118.69,1.51,0.02,0.39
118.7,1.51,0.02,0.39
118.71,1.51,0.02,0.39
118.72,1.51,0.02,0.39
118.73,1.51,0.02,0.39
118.74,1.51,0.02,0.39
118.75,1.51,0.02,0.39
118.76,1.51,0.02,0.39
118.77,1.51,0.02,0.39
118.78,1.51,0.02,0.39
118.79,1.51,0.02,0.39
118.8,1.51,0.02,0.38
118.81,1.51,0.02,0.38
118.82,1.51,0.02,0.38
118.83,1.51,0.02,0.38
118.84,1.51,0.02,0.38
118.85,1.51,0.02,0.38
118.86,1.51,0.02,0.38
118.87,1.51,0.02,0.38
118.88,1.51,0.02,0.38
118.89,1.51,0.02,0.38
118.9,1.51,0.02,0.38
118.91,1.51,0.02,0.38
118.92,1.51,0.02,0.38
118.93,1.51,0.02,0.38
118.94,1.51,0.02,0.38
118.95,1.51,0.02,0.38
118.96,1.51,0.02,0.38
118.97,1.51,0.02,0.38
118.98,1.51,0.02,0.38
118.99,1.51,0.02,0.38
119.0,1.51,0.02,0.38
119.01,1.51,0.02,0.38
119.02,1.51,0.02,0.38
119.03,1.51,0.02,0.38
119.04,1.52,0.02,0.38
119.05,1.52,0.02,0.38
119.06,1.52,0.02,0.38
119.07,1.52,0.02,0.38
119.08,1.52,0.03,0.38
119.09,1.52,0.03,0.38
119.1,1.52,0.03,0.38
119.11,1.52,0.03,0.38
119.12,1.52,0.03,0.38
119.13,1.52,0.03,0.38
119.14,1.52,0.03,0.38
119.15,1.52,0.03,0.38
119.16,1.52,0.03,0.38
119.17,1.52,0.03,0.38
119.18,1.52,0.03,0.38
119.19,1.52,0.03,0.38
119.2,1.52,0.03,0.38
119.21,1.52,0.03,0.38
119.22,1.52,0.03,0.38
119.23,1.52,0.03,0.38
119.24,1.52,0.03,0.38
119.25,1.52,0.03,0.38
119.26,1.52,0.03,0.38
119.27,1.52,0.03,0.38
119.28,1.52,0.03,0.38
119.29,1.52,0.03,0.38
119.3,1.52,0.03,0.38
119.31,1.52,0.03,0.38
119.32,1.52,0.03,0.38
119.33,1.52,0.03,0.38
119.34,1.52,0.03,0.38
119.35,1.52,0.03,0.38
119.36,1.52,0.03,0.38
119.37,1.52,0.03,0.38
119.38,1.52,0.03,0.38
119.39,1.52,0.03,0.38
119.4,1.53,0.03,0.38
119.41,1.53,0.03,0.38
119.42,1.53,0.03,0.38
119.43,1.53,0.03,0.38
119.44,1.53,0.03,0.38
119.45,1.53,0.03,0.38
119.46,1.53,0.03,0.38
119.47,1.53,0.03,0.38
119.48,1.53,0.03,0.38
119.49,1.53,0.03,0.38
119.5,1.53,0.03,0.38
119.51,1.53,0.03,0.38
119.52,1.53,0.03,0.38
119.53,1.53,0.03,0.38
119.54,1.53,0.03,0.38
119.55,1.53,0.03,0.38
119.56,1.53,0.03,0.38
119.57,1.53,0.03,0.38
119.58,1.53,0.03,0.38
119.59,1.53,0.03,0.38
119.6,1.53,0.04,0.38
119.61,1.53,0.04,0.38
119.62,1.53,0.04,0.37
119.63,1.53,0.04,0.37
119.64,1.53,0.04,0.37
119.65,1.53,0.04,0.37
119.66,1.53,0.04,0.37
119.67,1.53,0.04,0.37
119.68,1.53,0.04,0.37
119.69,1.53,0.04,0.37
119.7,1.54,0.04,0.37
119.71,1.54,0.04,0.37
119.72,1.54,0.04,0.37
119.73,1.54,0.04,0.37
119.74,1.54,0.04,0.37
119.75,1.54,0.04,0.37
119.76,1.54,0.04,0.37
119.77,1.54,0.04,0.37
119.78,1.54,0.04,0.37
119.79,1.54,0.04,0.37
119.8,1.54,0.04,0.37
119.81,1.54,0.04,0.37
119.82,1.54,0.04,0.37
119.83,1.54,0.04,0.37
119.84,1.54,0.04,0.37
119.85,1.54,0.04,0.37
119.86,1.54,0.04,0.37
119.87,1.54,0.04,0.37
119.88,1.54,0.04,0.37
119.89,1.54,0.04,0.37
119.9,1.54,0.04,0.37
119.91,1.54,0.04,0.37
119.92,1.54,0.04,0.37
119.93,1.54,0.04,0.37
119.94,1.54,0.04,0.37
119.95,1.55,0.04,0.37
119.96,1.55,0.04,0.37
119.97,1.55,0.04,0.37
119.98,1.55,0.04,0.37
119.99,1.55,0.04,0.37
120.0,1.55,0.04,0.37
120.01,1.55,0.04,0.37
120.02,1.55,0.04,0.37
120.03,1.55,0.04,0.37
120.04,1.55,0.04,0.37
120.05,1.55,0.04,0.37
120.06,1.55,0.04,0.37
120.07,1.55,0.04,0.37
120.08,1.55,0.04,0.37
120.09,1.55,0.04,0.37
120.1,1.55,0.04,0.37
120.11,1.55,0.04,0.37
120.12,1.55,0.04,0.37
120.13,1.55,0.04,0.37
120.14,1.55,0.04,0.37
120.15,1.55,0.05,0.37
120.16,1.55,0.05,0.37
120.17,1.55,0.05,0.37
120.18,1.56,0.05,0.37
120.19,1.56,0.05,0.37
120.2,1.56,0.05,0.37
120.21,1.56,0.05,0.37
120.22,1.56,0.05,0.37
120.23,1.56,0.05,0.37
120.24,1.56,0.05,0.37
120.25,1.56,0.05,0.37
120.26,1.56,0.05,0.37
120.27,1.56,0.05,0.37
120.28,1.56,0.05,0.37
120.29,1.56,0.05,0.37
120.3,1.56,0.05,0.37
120.31,1.56,0.05,0.37
120.32,1.56,0.05,0.37
120.33,1.56,0.05,0.37
120.34,1.56,0.05,0.37
120.35,1.56,0.05,0.37
120.36,1.56,0.05,0.37
120.37,1.56,0.05,0.37
120.38,1.56,0.05,0.37
120.39,1.57,0.05,0.37
120.4,1.57,0.05,0.37
120.41,1.57,0.05,0.37
120.42,1.57,0.05,0.37
120.43,1.57,0.05,0.37
120.44,1.57,0.05,0.37
120.45,1.57,0.05,0.37
120.46,1.57,0.05,0.37
120.47,1.57,0.05,0.37
120.48,1.57,0.05,0.37
120.49,1.57,0.05,0.37
120.5,1.57,0.05,0.37
120.51,1.57,0.05,0.37
120.52,1.57,0.05,0.37
120.53,1.57,0.05,0.37
120.54,1.57,0.05,0.36
120.55,1.57,0.05,0.36
120.56,1.57,0.05,0.36
120.57,1.57,0.05,0.36
120.58,1.57,0.05,0.36
120.59,1.58,0.05,0.36
120.6,1.58,0.05,0.36
120.61,1.58,0.05,0.36
120.62,1.58,0.05,0.36
120.63,1.58,0.05,0.36
120.64,1.58,0.05,0.36
120.65,1.58,0.05,0.36
120.66,1.58,0.05,0.36
120.67,1.58,0.05,0.36
120.68,1.58,0.05,0.36
120.69,1.58,0.05,0.36
120.7,1.58,0.05,0.36
120.71,1.58,0.05,0.36
120.72,1.58,0.05,0.36
120.73,1.58,0.06,0.36
120.74,1.58,0.06,0.36
120.75,1.58,0.06,0.36
120.76,1.58,0.06,0.36
120.77,1.59,0.06,0.36
120.78,1.59,0.06,0.36
120.79,1.59,0.06,0.36
120.8,1.59,0.06,0.36
120.81,1.59,0.06,0.36
120.82,1.59,0.06,0.36
120.83,1.59,0.06,0.36
120.84,1.59,0.06,0.36
120.85,1.59,0.06,0.36
120.86,1.59,0.06,0.36
120.87,1.59,0.06,0.36
120.88,1.59,0.06,0.36
120.89,1.59,0.06,0.36
120.9,1.59,0.06,0.36
120.91,1.59,0.06,0.36
120.92,1.59,0.06,0.36
120.93,1.59,0.06,0.36
120.94,1.59,0.06,0.36
120.95,1.6,0.06,0.36
120.96,1.6,0.06,0.36
120.97,1.6,0.06,0.36
120.98,1.6,0.06,0.36
120.99,1.6,0.06,0.36
121.0,1.6,0.06,0.36
121.01,1.6,0.06,0.36
121.02,1.6,0.06,0.36
121.03,1.6,0.06,0.36
121.04,1.6,0.06,0.36
121.05,1.6,0.06,0.36
121.06,1.6,0.06,0.36
121.07,1.6,0.06,0.36
121.08,1.6,0.06,0.36
121.09,1.6,0.06,0.36
121.1,1.6,0.06,0.36
121.11,1.61,0.06,0.36
121.12,1.61,0.06,0.36
121.13,1.61,0.06,0.36
121.14,1.61,0.06,0.36
121.15,1.61,0.06,0.36
121.16,1.61,0.06,0.36
121.17,1.61,0.06,0.36
121.18,1.61,0.06,0.36
121.19,1.61,0.06,0.36
121.2,1.61,0.06,0.36
121.21,1.61,0.06,0.36
121.22,1.61,0.06,0.36
121.23,1.61,0.06,0.36
121.24,1.61,0.06,0.36
121.25,1.61,0.06,0.36
121.26,1.61,0.06,0.36
121.27,1.62,0.06,0.36
121.28,1.62,0.06,0.36
121.29,1.62,0.06,0.36
121.3,1.62,0.06,0.36
121.31,1.62,0.06,0.36
121.32,1.62,0.06,0.36
121.33,1.62,0.06,0.36
121.34,1.62,0.06,0.36
121.35,1.62,0.07,0.36
121.36,1.62,0.07,0.36
121.37,1.62,0.07,0.36
121.38,1.62,0.07,0.36
121.39,1.62,0.07,0.36
121.4,1.62,0.07,0.36
121.41,1.62,0.07,0.36
121.42,1.62,0.07,0.36
121.43,1.63,0.07,0.36
121.44,1.63,0.07,0.36
121.45,1.63,0.07,0.36
121.46,1.63,0.07,0.36
121.47,1.63,0.07,0.36
121.48,1.63,0.07,0.36
121.49,1.63,0.07,0.36
121.5,1.63,0.07,0.36
121.51,1.63,0.07,0.36
121.52,1.63,0.07,0.36
121.53,1.63,0.07,0.36
121.54,1.63,0.07,0.36
121.55,1.63,0.07,0.36
121.56,1.63,0.07,0.36
121.57,1.63,0.07,0.36
121.58,1.64,0.07,0.36
121.59,1.64,0.07,0.36
121.6,1.64,0.07,0.36
121.61,1.64,0.07,0.36
121.62,1.64,0.07,0.36
121.63,1.64,0.07,0.36
121.64,1.64,0.07,0.36
121.65,1.64,0.07,0.36
121.66,1.64,0.07,0.36
121.67,1.64,0.07,0.36
121.68,1.64,0.07,0.36
121.69,1.64,0.07,0.36
121.7,1.64,0.07,0.36
121.71,1.64,0.07,0.36
121.72,1.65,0.07,0.36
121.73,1.65,0.07,0.36
121.74,1.65,0.07,0.36
121.75,1.65,0.07,0.35
121.76,1.65,0.07,0.35
121.77,1.65,0.07,0.35
121.78,1.65,0.07,0.35
121.79,1.65,0.07,0.35
121.8,1.65,0.07,0.35
121.81,1.65,0.07,0.35
121.82,1.65,0.07,0.35
121.83,1.65,0.07,0.35
121.84,1.65,0.07,0.35
121.85,1.65,0.07,0.35
121.86,1.66,0.07,0.35
121.87,1.66,0.07,0.35
121.88,1.66,0.07,0.35
121.89,1.66,0.07,0.35
121.9,1.66,0.07,0.35
121.91,1.66,0.07,0.35
121.92,1.66,0.07,0.35
121.93,1.66,0.07,0.35
121.94,1.66,0.07,0.35
121.95,1.66,0.07,0.35
121.96,1.66,0.07,0.35
121.97,1.66,0.07,0.35
121.98,1.66,0.07,0.35
121.99,1.66,0.07,0.35
122.0,1.67,0.07,0.35
122.01,1.67,0.07,0.35
122.02,1.67,0.07,0.35
122.03,1.67,0.07,0.35
122.04,1.67,0.07,0.35
122.05,1.67,0.07,0.35
122.06,1.67,0.08,0.35
122.07,1.67,0.08,0.35
122.08,1.67,0.08,0.35
122.09,1.67,0.08,0.35
122.1,1.67,0.08,0.35
122.11,1.67,0.08,0.35
122.12,1.67,0.08,0.35
122.13,1.68,0.08,0.35
122.14,1.68,0.08,0.35
122.15,1.68,0.08,0.35
122.16,1.68,0.08,0.35
122.17,1.68,0.08,0.35
122.18,1.68,0.08,0.35
122.19,1.68,0.08,0.35
122.2,1.68,0.08,0.35
122.21,1.68,0.08,0.35
122.22,1.68,0.08,0.35
122.23,1.68,0.08,0.35
122.24,1.68,0.08,0.35
122.25,1.68,0.08,0.35
122.26,1.69,0.08,0.35
122.27,1.69,0.08,0.35
122.28,1.69,0.08,0.35
122.29,1.69,0.08,0.35
122.3,1.69,0.08,0.35
122.31,1.69,0.08,0.35
122.32,1.69,0.08,0.35
122.33,1.69,0.08,0.35
122.34,1.69,0.08,0.35
122.35,1.69,0.08,0.35
122.36,1.69,0.08,0.35
122.37,1.69,0.08,0.35
122.38,1.69,0.08,0.35
122.39,1.7,0.08,0.35
122.4,1.7,0.08,0.35
122.41,1.7,0.08,0.35
122.42,1.7,0.08,0.35
122.43,1.7,0.08,0.35
122.44,1.7,0.08,0.35
122.45,1.7,0.08,0.35
122.46,1.7,0.08,0.35
122.47,1.7,0.08,0.35
122.48,1.7,0.08,0.35
122.49,1.7,0.08,0.35
122.5,1.7,0.08,0.35
122.51,1.71,0.08,0.35
122.52,1.71,0.08,0.35
122.53,1.71,0.08,0.35
122.54,1.71,0.08,0.35
122.55,1.71,0.08,0.35
122.56,1.71,0.08,0.35
122.57,1.71,0.08,0.35
122.58,1.71,0.08,0.35
122.59,1.71,0.08,0.35
122.6,1.71,0.08,0.35
122.61,1.71,0.08,0.35
122.62,1.71,0.08,0.35
122.63,1.71,0.08,0.35
122.64,1.72,0.08,0.35
122.65,1.72,0.08,0.35
122.66,1.72,0.08,0.35
122.67,1.72,0.08,0.35
122.68,1.72,0.08,0.35
122.69,1.72,0.08,0.35
122.7,1.72,0.08,0.35
122.71,1.72,0.08,0.35
122.72,1.72,0.08,0.35
122.73,1.72,0.08,0.35
122.74,1.72,0.08,0.35
122.75,1.72,0.08,0.35
122.76,1.73,0.08,0.35
122.77,1.73,0.08,0.35
122.78,1.73,0.08,0.35
122.79,1.73,0.08,0.35
122.8,1.73,0.08,0.35
122.81,1.73,0.08,0.35
122.82,1.73,0.08,0.35
122.83,1.73,0.08,0.35
122.84,1.73,0.08,0.35
122.85,1.73,0.08,0.35
122.86,1.73,0.08,0.35
122.87,1.73,0.08,0.35
122.88,1.74,0.08,0.35
122.89,1.74,0.09,0.35
122.9,1.74,0.09,0.35
122.91,1.74,0.09,0.35
122.92,1.74,0.09,0.35
122.93,1.74,0.09,0.35
122.94,1.74,0.09,0.35
122.95,1.74,0.09,0.35
122.96,1.74,0.09,0.35
122.97,1.74,0.09,0.35
122.98,1.74,0.09,0.35
122.99,1.75,0.09,0.35
123.0,1.75,0.09,0.35
123.01,1.75,0.09,0.35
123.02,1.75,0.09,0.35
123.03,1.75,0.09,0.35
123.04,1.75,0.09,0.35
123.05,1.75,0.09,0.35
123.06,1.75,0.09,0.35
123.07,1.75,0.09,0.35
123.08,1.75,0.09,0.35
123.09,1.75,0.09,0.35
123.1,1.75,0.09,0.35
123.11,1.76,0.09,0.35
123.12,1.76,0.09,0.35
123.13,1.76,0.09,0.35
123.14,1.76,0.09,0.35
123.15,1.76,0.09,0.35
123.16,1.76,0.09,0.35
123.17,1.76,0.09,0.35
123.18,1.76,0.09,0.35
123.19,1.76,0.09,0.35
123.2,1.76,0.09,0.35
123.21,1.76,0.09,0.35
123.22,1.77,0.09,0.35
123.23,1.77,0.09,0.35
123.24,1.77,0.09,0.35
123.25,1.77,0.09,0.35
123.26,1.77,0.09,0.35
123.27,1.77,0.09,0.35
123.28,1.77,0.09,0.35
123.29,1.77,0.09,0.35
123.3,1.77,0.09,0.35
123.31,1.77,0.09,0.35
123.32,1.77,0.09,0.35
123.33,1.78,0.09,0.35
123.34,1.78,0.09,0.35
123.35,1.78,0.09,0.35
123.36,1.78,0.09,0.35
123.37,1.78,0.09,0.35
123.38,1.78,0.09,0.35
123.39,1.78,0.09,0.35
123.4,1.78,0.09,0.35
123.41,1.78,0.09,0.35
123.42,1.78,0.09,0.35
123.43,1.78,0.09,0.35
123.44,1.78,0.09,0.35
123.45,1.79,0.09,0.35
123.46,1.79,0.09,0.35
123.47,1.79,0.09,0.35
123.48,1.79,0.09,0.35
123.49,1.79,0.09,0.35
123.5,1.79,0.09,0.35
123.51,1.79,0.09,0.35
123.52,1.79,0.09,0.35
123.53,1.79,0.09,0.35
123.54,1.79,0.09,0.35
123.55,1.79,0.09,0.35
123.56,1.8,0.09,0.35
123.57,1.8,0.09,0.35
123.58,1.8,0.09,0.35
123.59,1.8,0.09,0.35
123.6,1.8,0.09,0.35
123.61,1.8,0.09,0.35
123.62,1.8,0.09,0.35
123.63,1.8,0.09,0.35
123.64,1.8,0.09,0.35
123.65,1.8,0.09,0.35
123.66,1.8,0.09,0.35
123.67,1.81,0.09,0.35
123.68,1.81,0.09,0.35
123.69,1.81,0.09,0.35
123.7,1.81,0.09,0.35
123.71,1.81,0.09,0.35
123.72,1.81,0.09,0.35
123.73,1.81,0.09,0.35
123.74,1.81,0.09,0.35
123.75,1.81,0.09,0.35
123.76,1.81,0.09,0.35
123.77,1.82,0.09,0.35
123.78,1.82,0.09,0.35
123.79,1.82,0.09,0.35
123.8,1.82,0.09,0.35
123.81,1.82,0.09,0.35
123.82,1.82,0.09,0.35
123.83,1.82,0.09,0.35
123.84,1.82,0.09,0.35
123.85,1.82,0.09,0.35
123.86,1.82,0.09,0.35
123.87,1.82,0.09,0.35
123.88,1.83,0.09,0.35
123.89,1.83,0.09,0.35
123.9,1.83,0.09,0.35
123.91,1.83,0.09,0.35
123.92,1.83,0.09,0.35
123.93,1.83,0.09,0.35
123.94,1.83,0.09,0.35
123.95,1.83,0.09,0.35
123.96,1.83,0.09,0.35
123.97,1.83,0.09,0.35
123.98,1.83,0.09,0.35
123.99,1.84,0.09,0.35
124.0,1.84,0.09,0.35
124.01,1.84,0.09,0.35
124.02,1.84,0.09,0.35
124.03,1.84,0.09,0.35
124.04,1.84,0.09,0.35
124.05,1.84,0.09,0.35
124.06,1.84,0.09,0.35
124.07,1.84,0.09,0.35
124.08,1.84,0.1,0.35
124.09,1.85,0.1,0.35
124.1,1.85,0.1,0.35
124.11,1.85,0.1,0.35
124.12,1.85,0.1,0.35
124.13,1.85,0.1,0.35
124.14,1.85,0.1,0.35
124.15,1.85,0.1,0.35
124.16,1.85,0.1,0.35
124.17,1.85,0.1,0.35
124.18,1.85,0.1,0.35
124.19,1.85,0.1,0.35
124.2,1.86,0.1,0.35
124.21,1.86,0.1,0.35
124.22,1.86,0.1,0.35
124.23,1.86,0.1,0.35
124.24,1.86,0.1,0.35
124.25,1.86,0.1,0.35
124.26,1.86,0.1,0.35
124.27,1.86,0.1,0.35
124.28,1.86,0.1,0.35
124.29,1.86,0.1,0.35
124.3,1.87,0.1,0.35
124.31,1.87,0.1,0.35
124.32,1.87,0.1,0.35
124.33,1.87,0.1,0.35
124.34,1.87,0.1,0.35
124.35,1.87,0.1,0.35
124.36,1.87,0.1,0.35
124.37,1.87,0.1,0.35
124.38,1.87,0.1,0.35
124.39,1.87,0.1,0.35
124.4,1.87,0.1,0.35
124.41,1.88,0.1,0.35
124.42,1.88,0.1,0.35
124.43,1.88,0.1,0.35
124.44,1.88,0.1,0.35
124.45,1.88,0.1,0.35
124.46,1.88,0.1,0.35
124.47,1.88,0.1,0.35
124.48,1.88,0.1,0.35
124.49,1.88,0.1,0.35
124.5,1.88,0.1,0.35
124.51,1.89,0.1,0.35
124.52,1.89,0.1,0.35
124.53,1.89,0.1,0.35
124.54,1.89,0.1,0.35
124.55,1.89,0.1,0.35
124.56,1.89,0.1,0.35
124.57,1.89,0.1,0.35
124.58,1.89,0.1,0.35
124.59,1.89,0.1,0.35
124.6,1.89,0.1,0.35
124.61,1.9,0.1,0.35
124.62,1.9,0.1,0.35
124.63,1.9,0.1,0.35
124.64,1.9,0.1,0.35
124.65,1.9,0.1,0.35
124.66,1.9,0.1,0.35
124.67,1.9,0.1,0.35
124.68,1.9,0.1,0.35
124.69,1.9,0.1,0.35
124.7,1.9,0.1,0.35
124.71,1.91,0.1,0.35
124.72,1.91,0.1,0.35
124.73,1.91,0.1,0.35
124.74,1.91,0.1,0.35
124.75,1.91,0.1,0.35
124.76,1.91,0.1,0.35
124.77,1.91,0.1,0.35
124.78,1.91,0.1,0.35
124.79,1.91,0.1,0.35
124.8,1.91,0.1,0.35
124.81,1.92,0.1,0.35
124.82,1.92,0.1,0.35
124.83,1.92,0.1,0.35
124.84,1.92,0.1,0.35
124.85,1.92,0.1,0.35
124.86,1.92,0.1,0.35
124.87,1.92,0.1,0.35
124.88,1.92,0.1,0.35
124.89,1.92,0.1,0.35
124.9,1.92,0.1,0.35
124.91,1.92,0.1,0.35
124.92,1.93,0.1,0.35
124.93,1.93,0.1,0.35
124.94,1.93,0.1,0.35
124.95,1.93,0.1,0.35
124.96,1.93,0.1,0.35
124.97,1.93,0.1,0.35
124.98,1.93,0.1,0.35
124.99,1.93,0.1,0.35
125.0,1.93,0.1,0.35
125.01,1.93,0.1,0.35
125.02,1.94,0.1,0.35
125.03,1.94,0.1,0.35
125.04,1.94,0.1,0.35
125.05,1.94,0.1,0.35
125.06,1.94,0.1,0.35
125.07,1.94,0.1,0.35
125.08,1.94,0.1,0.35
125.09,1.94,0.1,0.35
125.1,1.94,0.1,0.35
125.11,1.94,0.1,0.35
125.12,1.95,0.1,0.35
125.13,1.95,0.1,0.35
125.14,1.95,0.1,0.35
125.15,1.95,0.1,0.35
125.16,1.95,0.1,0.35
125.17,1.95,0.1,0.35
125.18,1.95,0.1,0.35
125.19,1.95,0.1,0.35
125.2,1.95,0.1,0.35
125.21,1.95,0.1,0.35
125.22,1.96,0.1,0.35
125.23,1.96,0.1,0.35
125.24,1.96,0.1,0.35
125.25,1.96,0.1,0.35
125.26,1.96,0.1,0.35
125.27,1.96,0.1,0.35
125.28,1.96,0.1,0.35
125.29,1.96,0.1,0.35
125.3,1.96,0.1,0.35
125.31,1.96,0.1,0.35
125.32,1.97,0.1,0.35
125.33,1.97,0.1,0.35
125.34,1.97,0.1,0.35
125.35,1.97,0.1,0.35
125.36,1.97,0.1,0.35
125.37,1.97,0.1,0.35
125.38,1.97,0.1,0.35
125.39,1.97,0.1,0.35
125.4,1.97,0.1,0.35
125.41,1.97,0.1,0.35
125.42,1.98,0.1,0.35
125.43,1.98,0.1,0.35
125.44,1.98,0.1,0.35
125.45,1.98,0.1,0.35
125.46,1.98,0.1,0.35
125.47,1.98,0.1,0.35
125.48,1.98,0.1,0.35
125.49,1.98,0.1,0.35
125.5,1.98,0.1,0.35
125.51,1.98,0.1,0.35
125.52,1.99,0.1,0.35
125.53,1.99,0.1,0.35
125.54,1.99,0.1,0.35
125.55,1.99,0.1,0.35
125.56,1.99,0.1,0.35
125.57,1.99,0.1,0.35
125.58,1.99,0.1,0.35
125.59,1.99,0.1,0.35
125.6,1.99,0.1,0.35
125.61,1.99,0.1,0.35
125.62,2.0,0.1,0.35
125.63,2.0,0.1,0.35
125.64,2.0,0.1,0.35
125.65,2.0,0.1,0.35
125.66,2.0,0.1,0.35
125.67,2.0,0.1,0.35
125.68,2.0,0.1,0.35
125.69,2.0,0.1,0.35
125.7,2.0,0.1,0.35
125.71,2.0,0.1,0.35
125.72,2.01,0.1,0.35
125.73,2.01,0.1,0.35
125.74,2.01,0.1,0.35
125.75,2.01,0.1,0.35
125.76,2.01,0.1,0.35
125.77,2.01,0.1,0.35
125.78,2.01,0.1,0.35
125.79,2.01,0.1,0.35
125.8,2.01,0.1,0.35
125.81,2.01,0.1,0.35
125.82,2.02,0.1,0.35
125.83,2.02,0.1,0.35
125.84,2.02,0.1,0.35
125.85,2.02,0.1,0.35
125.86,2.02,0.1,0.35
125.87,2.02,0.1,0.35
125.88,2.02,0.1,0.35
125.89,2.02,0.1,0.35
125.9,2.02,0.1,0.35
125.91,2.02,0.1,0.35
125.92,2.03,0.1,0.35
125.93,2.03,0.1,0.35
125.94,2.03,0.1,0.35
125.95,2.03,0.1,0.35
125.96,2.03,0.1,0.35
125.97,2.03,0.1,0.35
125.98,2.03,0.1,0.35
125.99,2.03,0.1,0.35
126.0,2.03,0.1,0.35
126.01,2.03,0.1,0.35
126.02,2.04,0.1,0.35
126.03,2.04,0.1,0.35
126.04,2.04,0.1,0.35
126.05,2.04,0.1,0.35
126.06,2.04,0.1,0.35
126.07,2.04,0.1,0.35
126.08,2.04,0.1,0.35
126.09,2.04,0.1,0.35
126.1,2.04,0.1,0.35
126.11,2.04,0.1,0.35
126.12,2.05,0.1,0.35
126.13,2.05,0.1,0.35
126.14,2.05,0.1,0.35
126.15,2.05,0.1,0.35
126.16,2.05,0.1,0.35
126.17,2.05,0.1,0.35
126.18,2.05,0.1,0.35
126.19,2.05,0.1,0.35
126.2,2.05,0.1,0.35
126.21,2.05,0.1,0.35
126.22,2.06,0.1,0.35
126.23,2.06,0.1,0.35
126.24,2.06,0.1,0.35
126.25,2.06,0.1,0.35
126.26,2.06,0.1,0.35
126.27,2.06,0.1,0.35
126.28,2.06,0.1,0.35
126.29,2.06,0.1,0.35
126.3,2.06,0.1,0.35
126.31,2.06,0.1,0.35
126.32,2.07,0.1,0.35
126.33,2.07,0.1,0.35
126.34,2.07,0.1,0.35
126.35,2.07,0.1,0.35
126.36,2.07,0.1,0.35
126.37,2.07,0.1,0.35
126.38,2.07,0.1,0.35
126.39,2.07,0.1,0.35
126.4,2.07,0.1,0.35
126.41,2.07,0.1,0.35
126.42,2.08,0.1,0.35
126.43,2.08,0.1,0.35
126.44,2.08,0.1,0.35
126.45,2.08,0.1,0.35
126.46,2.08,0.1,0.35
126.47,2.08,0.1,0.35
126.48,2.08,0.1,0.35
126.49,2.08,0.1,0.35
126.5,2.08,0.1,0.35
126.51,2.08,0.1,0.35
126.52,2.09,0.1,0.35
126.53,2.09,0.1,0.35
126.54,2.09,0.1,0.35
126.55,2.09,0.1,0.35
126.56,2.09,0.1,0.35
126.57,2.09,0.1,0.35
126.58,2.09,0.1,0.35
126.59,2.09,0.1,0.35
126.6,2.09,0.1,0.35
126.61,2.09,0.1,0.35
126.62,2.1,0.1,0.35
126.63,2.1,0.1,0.35
126.64,2.1,0.1,0.35
126.65,2.1,0.1,0.35
126.66,2.1,0.1,0.35
126.67,2.1,0.1,0.35
126.68,2.1,0.1,0.35
126.69,2.1,0.1,0.35
126.7,2.1,0.1,0.35
126.71,2.1,0.1,0.35
126.72,2.1,0.1,0.35
126.73,2.11,0.1,0.35
126.74,2.11,0.1,0.35
126.75,2.11,0.1,0.35
126.76,2.11,0.1,0.35
126.77,2.11,0.1,0.35
126.78,2.11,0.1,0.35
126.79,2.11,0.1,0.35
126.8,2.11,0.1,0.35
126.81,2.11,0.1,0.35
126.82,2.11,0.1,0.35
126.83,2.12,0.1,0.35
126.84,2.12,0.1,0.35
126.85,2.12,0.1,0.35
126.86,2.12,0.1,0.35
126.87,2.12,0.1,0.35
126.88,2.12,0.1,0.35
126.89,2.12,0.1,0.35
126.9,2.12,0.1,0.35
126.91,2.12,0.1,0.35
126.92,2.12,0.1,0.35
126.93,2.13,0.1,0.35
126.94,2.13,0.1,0.35
126.95,2.13,0.1,0.35
126.96,2.13,0.1,0.35
126.97,2.13,0.1,0.35
126.98,2.13,0.1,0.35
126.99,2.13,0.1,0.35
127.0,2.13,0.1,0.35
127.01,2.13,0.1,0.35
127.02,2.13,0.1,0.35
127.03,2.13,0.1,0.35
127.04,2.14,0.1,0.35
127.05,2.14,0.1,0.35
127.06,2.14,0.1,0.35
127.07,2.14,0.1,0.35
127.08,2.14,0.1,0.35
127.09,2.14,0.1,0.35
127.1,2.14,0.1,0.35
127.11,2.14,0.1,0.35
