time,X_ref,dX_ref,D_ref
20000.0,20000.0,20000.0,20000.0
100.0,2.02,0.0,0.4
57.74,0.36,0.07,0.04
0.0,1.5,-0.1,0.35
50.0,1.66,-0.07,0.36
100.0,2.04,0.0,0.4
149.99,2.38,0.07,0.43
199.99,2.5,0.1,0.45
